65782
يغلب	1	0.003898939203960185	1.6931471805599454
وجرح	1	0.003898939203960185	1.6931471805599454
تحتضن	1	0.003898939203960185	2.09861228866811
التونسيين	1	0.003898939203960185	1.4054651081081644
الامين	9	0.011696817611880553	1.1823215567939547
متكرر	1	0.003898939203960185	1.6931471805599454
اعقبت	1	0.003898939203960185	1.4054651081081644
للجنه	1	0.003898939203960185	1.4054651081081644
مدخول	1	0.003898939203960185	2.09861228866811
المصارعه	2	0.005513932701108652	2.09861228866811
كشفت	7	0.01031562351063879	1.0
هولندا	6	0.009550411587835681	1.1823215567939547
للحاق	2	0.005513932701108652	2.09861228866811
بالمعني	1	0.003898939203960185	1.6931471805599454
اقنعته	1	0.003898939203960185	2.09861228866811
وستصل	1	0.003898939203960185	1.4054651081081644
الامير	9	0.011696817611880553	1.1823215567939547
لجراحه	2	0.005513932701108652	1.4054651081081644
ابدا	7	0.01031562351063879	1.4054651081081644
مرفوضه	1	0.003898939203960185	1.6931471805599454
وجزر	1	0.003898939203960185	2.09861228866811
رئاسته	1	0.003898939203960185	1.6931471805599454
لتخطي	1	0.003898939203960185	1.6931471805599454
بكاس	29	0.020996430186323405	1.6931471805599454
باسرار	1	0.003898939203960185	2.09861228866811
الانتر	7	0.01031562351063879	2.09861228866811
الخليل	2	0.005513932701108652	1.6931471805599454
والداخليه	1	0.003898939203960185	1.4054651081081644
للارجنتيني	1	0.003898939203960185	2.09861228866811
ساليف	1	0.003898939203960185	2.09861228866811
لبارتيل	2	0.005513932701108652	2.09861228866811
شرسا	1	0.003898939203960185	2.09861228866811
ببرونزيه	1	0.003898939203960185	2.09861228866811
التركي	18	0.016541798103325955	1.1823215567939547
للزمالك	8	0.011027865402217304	2.09861228866811
الاسكوديتو	1	0.003898939203960185	2.09861228866811
طائره	2	0.005513932701108652	1.0
الباجي	7	0.01031562351063879	2.09861228866811
يغني	2	0.005513932701108652	1.6931471805599454
بتكوين	1	0.003898939203960185	1.6931471805599454
سيواجه	8	0.011027865402217304	1.6931471805599454
يضغط	4	0.00779787840792037	1.6931471805599454
سبتمبر	4	0.00779787840792037	1.0
تاهلوا	2	0.005513932701108652	2.09861228866811
فوزها	4	0.00779787840792037	1.6931471805599454
وحمدي	2	0.005513932701108652	1.6931471805599454
تسيطر	1	0.003898939203960185	1.1823215567939547
هولندي	2	0.005513932701108652	1.6931471805599454
اعيدوني	1	0.003898939203960185	2.09861228866811
الصاعد	1	0.003898939203960185	1.6931471805599454
زملاء	2	0.005513932701108652	1.6931471805599454
الجمر	1	0.003898939203960185	1.6931471805599454
سبورت	8	0.011027865402217304	1.6931471805599454
ورودا	1	0.003898939203960185	2.09861228866811
درجه	5	0.00871829310019389	0.8458493201727416
بالداخل	1	0.003898939203960185	1.4054651081081644
مفاجئ	1	0.003898939203960185	1.4054651081081644
بوزويلو	1	0.003898939203960185	2.09861228866811
ويخوض	2	0.005513932701108652	2.09861228866811
للجيل	1	0.003898939203960185	1.6931471805599454
فرانكي	1	0.003898939203960185	2.09861228866811
بمسئولي	1	0.003898939203960185	2.09861228866811
والداعمه	2	0.005513932701108652	1.6931471805599454
لشبونه	3	0.006753160796881193	1.6931471805599454
للمشاركين	1	0.003898939203960185	1.4054651081081644
البادئ	2	0.005513932701108652	2.09861228866811
البيول	1	0.003898939203960185	2.09861228866811
بقيه	2	0.005513932701108652	1.1823215567939547
بلاعب	1	0.003898939203960185	2.09861228866811
ابرز	15	0.015100526604812998	1.0
البيون	6	0.009550411587835681	2.09861228866811
القاضي	1	0.003898939203960185	1.4054651081081644
الجمل	1	0.003898939203960185	1.4054651081081644
الليبي	3	0.006753160796881193	1.1823215567939547
لاستقاله	1	0.003898939203960185	2.09861228866811
المتوج	1	0.003898939203960185	2.09861228866811
جالاكسي	1	0.003898939203960185	1.6931471805599454
بقيت	1	0.003898939203960185	1.6931471805599454
ورورا	1	0.003898939203960185	2.09861228866811
سيرسل	1	0.003898939203960185	1.6931471805599454
مسرحا	4	0.00779787840792037	1.6931471805599454
الجهد	1	0.003898939203960185	1.4054651081081644
تستقبله	1	0.003898939203960185	2.09861228866811
لاجتياز	1	0.003898939203960185	2.09861228866811
الحال	1	0.003898939203960185	1.4054651081081644
سامبا	2	0.005513932701108652	1.6931471805599454
براتب	1	0.003898939203960185	2.09861228866811
لاصفر	1	0.003898939203960185	2.09861228866811
ركبته	3	0.006753160796881193	2.09861228866811
ركبتي	3	0.006753160796881193	2.09861228866811
تاثير	2	0.005513932701108652	1.0
بقوه	13	0.014057825219795194	0.8458493201727416
الليجا	13	0.014057825219795194	2.09861228866811
البارز	1	0.003898939203960185	1.4054651081081644
لقاعدته	1	0.003898939203960185	2.09861228866811
بمستقبل	1	0.003898939203960185	1.6931471805599454
للوقوف	1	0.003898939203960185	1.1823215567939547
ابدي	9	0.011696817611880553	1.1823215567939547
الجهه	7	0.01031562351063879	1.4054651081081644
دربي	10	0.012329528343037976	2.09861228866811
مختبر	1	0.003898939203960185	1.4054651081081644
اغويرو	1	0.003898939203960185	2.09861228866811
والارقام	1	0.003898939203960185	2.09861228866811
اغويري	1	0.003898939203960185	2.09861228866811
بنسختيه	1	0.003898939203960185	2.09861228866811
الفعلي	1	0.003898939203960185	1.1823215567939547
اوروبا	58	0.029693436330918407	0.8458493201727416
والمتجه	1	0.003898939203960185	2.09861228866811
تفوتك	1	0.003898939203960185	2.09861228866811
لاستخدام	1	0.003898939203960185	1.0
بمباراتين	1	0.003898939203960185	2.09861228866811
البنميه	1	0.003898939203960185	2.09861228866811
بالخصوص	1	0.003898939203960185	2.09861228866811
وجعل	1	0.003898939203960185	2.09861228866811
الخمسه	2	0.005513932701108652	1.4054651081081644
والمتاعب	1	0.003898939203960185	2.09861228866811
المغادره	1	0.003898939203960185	1.1823215567939547
تبعد	3	0.006753160796881193	1.0
الطائفي	2	0.005513932701108652	1.6931471805599454
بالابطال	3	0.006753160796881193	2.09861228866811
اغنيه	1	0.003898939203960185	1.1823215567939547
جمال	10	0.012329528343037976	1.1823215567939547
بيسكارا	4	0.00779787840792037	2.09861228866811
الكالتشوسكوميسي	1	0.003898939203960185	2.09861228866811
الكويت	28	0.02063124702127758	0.8458493201727416
يطفوا	1	0.003898939203960185	2.09861228866811
استعمالها	1	0.003898939203960185	1.6931471805599454
ملادينوفيتش	1	0.003898939203960185	2.09861228866811
نفذها	2	0.005513932701108652	1.6931471805599454
لسنوات	2	0.005513932701108652	1.1823215567939547
الوحيده	5	0.00871829310019389	1.0
يضرب	3	0.006753160796881193	1.0
عيناك	1	0.003898939203960185	1.6931471805599454
مابيدا	2	0.005513932701108652	2.09861228866811
والانتصارات	1	0.003898939203960185	2.09861228866811
فسيكون	2	0.005513932701108652	1.0
باتجاه	1	0.003898939203960185	1.1823215567939547
احتياط	1	0.003898939203960185	2.09861228866811
عصرا	1	0.003898939203960185	1.4054651081081644
لاهانته	1	0.003898939203960185	1.6931471805599454
الانفراد	4	0.00779787840792037	1.6931471805599454
للراحه	2	0.005513932701108652	1.6931471805599454
والمانيا	1	0.003898939203960185	1.4054651081081644
وحماس	1	0.003898939203960185	1.4054651081081644
الميداليه	1	0.003898939203960185	2.09861228866811
حكيما	1	0.003898939203960185	2.09861228866811
فوزهم	2	0.005513932701108652	2.09861228866811
لبضعه	1	0.003898939203960185	1.6931471805599454
الاولمبياد	3	0.006753160796881193	2.09861228866811
المشككين	1	0.003898939203960185	2.09861228866811
الظروف	2	0.005513932701108652	1.1823215567939547
الامني	1	0.003898939203960185	1.0
بطرسبورغ	5	0.00871829310019389	2.09861228866811
يتصدي	8	0.011027865402217304	1.4054651081081644
الزوراء	1	0.003898939203960185	2.09861228866811
تاهلنا	1	0.003898939203960185	2.09861228866811
باراخا	1	0.003898939203960185	2.09861228866811
كورينثانز	1	0.003898939203960185	2.09861228866811
الانطلاق	1	0.003898939203960185	1.6931471805599454
البرتقالي	1	0.003898939203960185	1.6931471805599454
ديمبسي	2	0.005513932701108652	1.6931471805599454
الامور	3	0.006753160796881193	1.0
غيابات	2	0.005513932701108652	1.6931471805599454
التويتر	8	0.011027865402217304	1.6931471805599454
يتصدر	5	0.00871829310019389	1.1823215567939547
ابعد	2	0.005513932701108652	1.1823215567939547
شراء	1	0.003898939203960185	1.0
العدوان	1	0.003898939203960185	1.4054651081081644
يتسجيله	2	0.005513932701108652	2.09861228866811
تبشر	1	0.003898939203960185	1.4054651081081644
بالريال	2	0.005513932701108652	2.09861228866811
جليد	1	0.003898939203960185	1.1823215567939547
درست	2	0.005513932701108652	2.09861228866811
وبوركينا	1	0.003898939203960185	1.6931471805599454
هامشي	2	0.005513932701108652	2.09861228866811
باليوفنتوس	1	0.003898939203960185	2.09861228866811
تحتفل	2	0.005513932701108652	1.1823215567939547
تعرفونه	1	0.003898939203960185	2.09861228866811
راسيه	5	0.00871829310019389	2.09861228866811
ستخرج	1	0.003898939203960185	1.4054651081081644
التويته	1	0.003898939203960185	2.09861228866811
اقيمت	7	0.01031562351063879	1.4054651081081644
تحتفي	1	0.003898939203960185	1.4054651081081644
برساله	2	0.005513932701108652	1.6931471805599454
تفوقه	5	0.00871829310019389	1.6931471805599454
سيسافر	3	0.006753160796881193	2.09861228866811
لاوكلاهوما	1	0.003898939203960185	2.09861228866811
